NAME,suffix,lon,lat
Lagfeldenalm,-alm,-84970.488,245172.211
Alte Steinhüttalm,-alm,-87894.508,246989.282
Obere Steinbergalm,-alm,-85122,247066
Äußere Hartkaseralm,-alm,-86779.938,249779.043
Barmalm,-alm,-87580.041,259782.972
Grundriedalm,-alm,-85852.73,260279.487
Hölzlalm,-alm,-87106,261848
Foißenalm,-alm,-80958.298,226480.323
Montlangeralm,-alm,-83376,238774
Steiner Hinteralm,-alm,-81492.775,239935.643
Mairhoferalm,-alm,-82597.085,248795.609
Hintenkar Hochalm,-alm,-80895.702,247095.502
Fleidingalm,-alm,-82037.957,251772.108
Schledernalm,-alm,-80947.91,250633.708
Nachtsöllbergalm,-alm,-82609.765,253865.135
Santenbach Niederalm,-alm,-82089,255414
Santenbach Hochalm,-alm,-82015.858,254925.571
Karalm,-alm,-81571.47,254180.922
Auniederalm,-alm,-82624.786,260927.106
Unterfaistneralm,-alm,-82131.245,262552.988
Egerbachalm,-alm,-83348.503,271058.627
Ritzaualm,-alm,-82848,274510
Lappachalm,-alm,-80706.512,196778.324
Maureralm,-alm,-77188.849,209491.93
Entscharn Hochalm,-alm,-76954.921,240096.461
Madlalm,-alm,-76966,242262
Hintenkar Niederalm,-alm,-80064.909,246851.012
Wirts Hochalm,-alm,-79955.517,248642.155
Tannalm,-alm,-78866.783,247505.938
Wirts Grundalm,-alm,-78267.534,248510.864
Wildenfeldalm,-alm,-79951.932,252644.685
Rechentalalm,-alm,-80618.357,254711.459
Harlasangeralm,-alm,-78979,253384
Nasner Niederalm,-alm,-80007.901,259491.855
Nasner Hochalm,-alm,-79731.994,260036.754
Auer Hochalm,-alm,-78120.289,260215.707
Hartkaseralm,-alm,-79942,261615
Ober Ranhartalm,-alm,-78676.179,261953.372
Wegscheid-Hochalm,-alm,-79611.307,268380.038
Feldalm,-alm,-76979,273129
Stofflalm,-alm,-78167.945,282657.732
Äußere Trattenbachalm,-alm,-73226.16,244187.824
Leger Hochalm,-alm,-76309.067,245671.73
Kesselbodenalm,-alm,-74392,246171
Kälberwaldalm,-alm,-75599,251488
Neuhausalm,-alm,-73584.738,256409.093
Wirtsalm,-alm,-75990.822,260314.392
Graspoint Hochalm,-alm,-73583,268086
Hageralm,-alm,-76712,275806
Schnapflgrabenalm,-alm,-76652.157,274050.627
Karalm,-alm,-73937.424,283602.69
Fresachalm,-alm,-70749,205355.113
Marchleckalm,-alm,-70006.452,229512.469
Leitneralm,-alm,-69410.468,233846.327
Achselalm,-alm,-70741.183,234488.674
Alpschwendtalm,-alm,-70286.632,241591.105
Tenneraualm,-alm,-71925.162,246624.321
Bruggenmoos Hochalm,-alm,-71432,247378
Vorderreithalm,-alm,-70616,247871
Schwaigeralm,-alm,-69778.628,248882.898
Griesalm,-alm,-72497.195,252776.638
Lahnerinalm,-alm,-72179.511,250921.633
Pirchneralm,-alm,-70943,253962
Kaiserniederalm,-alm,-71867.8,268161.706
Untere Scheibenbühelalm,-alm,-72732.244,272931.281
Mooshofalm,-alm,-66306.073,187954.825
Wurzeralm,-alm,-66258.597,184791.497
Unterarnalm,-alm,-65622.212,189971.11
Blodnalm,-alm,-65947.669,204007.758
Schuhbichlalm,-alm,-69108.398,229741.052
Ottacher-Hochalm,-alm,-68495.673,229943.856
Lach-Hochalm,-alm,-68309.199,232378.384
Brunner-Hochalm,-alm,-65911.684,255036.062
Rueppenalm,-alm,-67973,260847
Sprisslingalm,-alm,-68409,272063
Unterhochstättalm,-alm,-69205.928,278192.815
Embacheralm,-alm,-67060.219,283789.576
Pembachalm,-alm,-65316.346,231407.545
Lirksteinalm,-alm,-63615.898,242061.511
Steffl Grundalm,-alm,-61945.103,244818.646
Murnaueralm,-alm,-61711.827,244525.405
Oberkaseralm,-alm,-65046,248397
Toralm,-alm,-64829.673,247510.751
Lachtalalm,-alm,-64883.252,256740.287
Untere Grubalm,-alm,-62127.669,255174.377
Rohralm,-alm,-64533,257852.036
Obingalm,-alm,-64118,268136
Strüblalm,-alm,-65336.318,271582.166
Neualm,-alm,-63675.69,277720.923
Naßfeldalm,-alm,-58762.39,196595.819
Kerschbaumeralm,-alm,-57824.108,205903.788
Bameralm,-alm,-60045.219,241247.742
Haslach Hochalm,-alm,-60426.735,242778.98
Stoffen Hochalm,-alm,-58925.417,244521.588
Ellmau Hochalm,-alm,-57874.613,245863.837
Suglachalm,-alm,-59930.793,252297.832
Neualm,-alm,-59090.075,252051.945
Wallehenalm,-alm,-57977.082,249814.79
Gerlaub Hochalm,-alm,-61501,255624
Fritzalm,-alm,-57947.115,253913.662
Brentalm,-alm,-60210.379,258638.962
Lehrbergalm,-alm,-57821.907,263797.567
Kapellalm,-alm,-60571.47,268115.2
Huberalm,-alm,-57055.582,192673.657
Pahlalm,-alm,-55056.76,210077.334
Stoffen Grundalm,-alm,-57593.085,244815.321
Anderlalm,-alm,-54484,242416.488
Bärmaißalm,-alm,-54186.871,251299.827
Schönebenalm,-alm,-53887.443,212688.198
Voglstätt Grundalm,-alm,-53227.231,229147.275
Birg Hochalm,-alm,-52089.34,232495.829
Hackl Grundalm,-alm,-50983.423,232819.261
Lakaralm,-alm,-50438.706,231390.335
Samer Grundalm,-alm,-53108.691,234839.923
Samer Hochalm,-alm,-52509.04,234961.497
Brandlalm,-alm,-51613.063,246266.693
Bergeralm,-alm,-50764.321,251288.742
Obereggalm,-alm,-53145.034,256449.993
Metzgeralm,-alm,-52272.884,270782.075
Obermairalm,-alm,-47394.646,193567.211
Tschitscheralm,-alm,-46503,192790
Ederalm,-alm,-49684,195763
Huteralm,-alm,-49001.571,209409.445
Viehlehenalm,-alm,-47206,241951
Moserbauernalm,-alm,-46949.608,244839.35
Kottingeinödenalm,-alm,-46422.925,242390.935
Tödlingalm,-alm,-49022.859,254113.134
Klausmaisalm,-alm,-49891.07,274670.301
Stanisalm,-alm,-43421.292,193705.793
Weberalm,-alm,-45101.851,250151.925
Stoffenalm,-alm,-43445.148,257623.741
Gerlalm,-alm,-39294.35,192706.91
Unterwainigalm,-alm,-38867.661,193669.879
Guttalalm,-alm,-39054.035,214995.697
Mitteralm,-alm,-39255.583,223434.458
Schmalzgruben Grundalm,-alm,-38938.806,229596.384
Mühlauer Hochalm,-alm,-40768.461,231975.115
Gstallneralm,-alm,-42260,249322
Draxlalm,-alm,-40898.804,251854.182
Moosalm,-alm,-35226.63,187191.386
Lamprechtalm,-alm,-34865.237,202731.378
Seppenalm,-alm,-36083.331,213218.103
Riegeralm,-alm,-35455.151,227559.57
Moarhofalm,-alm,-35394.49,233175.913
Schattbachalm,-alm,-35204.79,245255.259
Rautalm,-alm,-32654.209,174191.043
Kerschbaumeralm,-alm,-33851.365,189164.77
Bichleichholzeralm,-alm,-32184.21,188708.708
Walcheralm,-alm,-31153.118,233379.975
Fürstaualm,-alm,-33412.775,235506
Schaidmoos-Voralm,-alm,-33188.961,235682.027
Plattalm,-alm,-31534.26,235050
Holzneralm,-alm,-31119.29,235957.039
Griessaualm,-alm,-34570.157,243991.779
Bachleitalm,-alm,-33810,247941
Vorderjetzbachalm,-alm,-33654.319,246617.619
Lohningalm,-alm,-31696,246786
Kerschbaumeralm,-alm,-30383.615,196298.529
Taxeralm,-alm,-30903.09,202844.098
Manhardalm,-alm,-28237.064,202331.206
Sitschalm,-alm,-27646,202573
Obersteinalm,-alm,-28356.333,225255.211
Vordere Brandstättalm,-alm,-29839.832,243110.091
Blerschalm,-alm,-28909.159,243341.237
Pfefferalm,-alm,-30038,245883
Freithofalm,-alm,-29497.147,256259.301
Obere Spielbodenalm,-alm,-26656.467,164266.745
Seealm,-alm,-24103,217279
Hopfgartalm,-alm,-26561.805,220503.075
Söllerlalm,-alm,-26437.902,219623.238
Radleitenalm,-alm,-26485,225096
Flatscheralm,-alm,-24397.794,225217.227
Bockalm,-alm,-23685.545,228525.236
Haideralm,-alm,-27073.73,232850.555
Hirschebenalm,-alm,-25033.119,230534.076
Lahngangalm,-alm,-23492.776,232979.13
Schrieflingalm,-alm,-24907.085,234249.545
Pichlalm,-alm,-24083.298,251801.699
Obere Bischofalm,-alm,-21103,163425
Krugalm,-alm,-21416.194,212147.583
Schöneggalm,-alm,-20741.123,213887.052
Gröbneralm,-alm,-20309,229870
Mooseckalm,-alm,-21777.368,232743.678
Amoser-Hochalm,-alm,-21034.687,235384.974
Schrempfalm,-alm,-20200.205,244260.675
Moaralm,-alm,-21853.553,247019.51
Moosalm,-alm,-21669.096,246313.278
Niederalm,-alm,-20398,288142
Raggaalm,-alm,-16011.091,194551.465
Sonnenalm,-alm,-19446,213552
Stubneralm,-alm,-17611,220567
Klammalm,-alm,-18445,237607
Rieser-Heimalm,-alm,-17204.347,236056.605
Truckentannalm,-alm,-17231.776,277324.429
Kleinkordinalm,-alm,-13482.825,161553.377
Kohlmeisteralm,-alm,-13939,222300
Krämeralm,-alm,-14136.042,230828.096
Schied-Hochalm,-alm,-12631.976,236845.937
Bräualm,-alm,-13019,240324
Dielalm,-alm,-12131.264,259437.551
Gnoppnitzalm,-alm,-10436.985,181792.549
Xanitzelalm,-alm,-10343.984,193152.58
Schied-Heimalm,-alm,-11663.174,236807.674
Igltalalm,-alm,-10743,238468
Obergaßalm,-alm,-8363,241310
Schlenkenalm,-alm,-9313.441,282088.594
Zwilcheralm,-alm,-6668.266,182930.562
Obere Moseralm,-alm,-6954.828,185927.213
Fleckalm,-alm,-7880,193344
Moseralm,-alm,-7814,194544
Weißalm,-alm,-4167.114,233166.194
Großwildalm,-alm,-4738.328,235635.885
Infangalm,-alm,-7842.215,270981.629
Seewaldalm,-alm,-4621.104,276279.938
Sattelalm,-alm,-5913.17,283172.499
Rohreralm,-alm,-3714.113,185872.371
Kapelleralm,-alm,-3105,184620
Gatternigalm,-alm,-3502.151,196212.236
Glettenalm,-alm,-2326.768,225083.426
Schafalm,-alm,-3602.444,233816.152
Maureckalm,-alm,-1721.053,232254.436
Lindaualm,-alm,-990.185,255610.012
Wiesleralm,-alm,-2080,279556
Ackersbachalm,-alm,-561,279753
Mittereggalm,-alm,-3271.147,290042.069
Moosalm,-alm,1680.668,226842.23
Ahornkaralm,-alm,179.208,241283.658
Rohrmoosalm,-alm,531.025,238596.646
Frommer Hochalm,-alm,-230.048,259476.538
Langeckalm,-alm,1598.161,258028.859
Jahnalm,-alm,6780.245,178351.616
Ruppalm,-alm,6127.731,193903.245
Veidlbaueralm,-alm,6166.933,210127.575
Ursprungalm,-alm,4059.793,232965.87
Ennslehenalm,-alm,5637.212,240815.556
Moosalm,-alm,5730.447,251290.351
Hochhaltalm,-alm,7002,269052
Sillingalm,-alm,3974.334,282204.109
Schreinbachalm,-alm,4417.318,282596.788
Breitenbergalm,-alm,4342.705,286460.112
Kriehalm,-alm,6102.657,284450.765
Steinbruggeralm,-alm,8168.7,192430.437
Salentinigalm,-alm,8187.044,192086.092
Harbalm,-alm,9147.667,217328.626
Christerlalm,-alm,7925.161,224910.564
Aigneralm,-alm,8224.732,229656.654
Huberalm,-alm,9102.596,228334.338
Pleißnitzeralm,-alm,10325.583,226375.603
Grubalm,-alm,9094.2,253261.411
Lederingalm,-alm,10028,261554
Heilalm,-alm,10374.638,267172.496
Mooselalm,-alm,11081.972,270518.442
Thurnaualm,-alm,7454.842,274274.901
Mühlaueralm,-alm,9392.995,281787.708
Fellneralm,-alm,10319.471,282536.961
Jageralm,-alm,11671.315,216538.165
Maierhofalm,-alm,13926.32,215848.934
Wastlalm,-alm,12344.172,225828.813
Schreibermaisalm,-alm,12481.768,257934.387
Rußbergalm,-alm,13549.974,275171.545
Sueßalm,-alm,13689.588,284817.726
Naureralm,-alm,12994.245,290752.462
Leitneralm,-alm,13524.298,290959.701
Hoheneckalm,-alm,13557.958,291363.64
Grabnergangalm,-alm,14133.427,290916.171
Messneralm,-alm,16024.288,192854.15
Strafneralm,-alm,16591.133,212393.173
Moosalm,-alm,16674.622,224862.814
Obere Zechneralm,-alm,15843.151,231649.201
Hundsfeldalm,-alm,17957.766,235532.755
Steinkarlalm,-alm,17074.544,238786.345
Mayralm,-alm,16228.848,243747.082
Entingeralm,-alm,16778.295,244165.885
Löckenwaldalm,-alm,15938.09,258968.905
Schmiedsipplalm,-alm,16268,269323
Rohschusteralm,-alm,21688.159,185795.337
Ampferkaralm,-alm,19039.583,240018.636
Klausalm,-alm,21243.497,240635.673
Schoberalm,-alm,21042.9,244935.035
Obere Schupferalm,-alm,21088.32,242272.507
Untere Schupferalm,-alm,21816.012,242543.972
Moarhofalm,-alm,22098.565,242124.02
Heißenalm,-alm,22252.59,244749.079
Neustadtalm,-alm,20699.439,256783.674
Palmansdorf,-alm,20569.715,367796.401
Großleobenalm,-alm,25113.416,195256.004
Untere Weitgaßalm,-alm,22782.205,244003.894
Patzenalm,-alm,24853.858,243877.246
Gschwandtalm,-alm,24468.628,279072.825
Gotthalm,-alm,25841.128,362996.122
Bruggeralm,-alm,28831.527,207277.989
Grallalm,-alm,29830.518,209642.601
Schmalzeralm,-alm,29162.639,213663.988
Neualm,-alm,28441.203,238321.351
Schalmeiner,-alm,26521.006,313422.519
Kandolfalm,-alm,31850.474,210576.866
Karalm,-alm,31882.409,285851.752
Niedere Mittereckeralm,-alm,33826.774,289251.219
Ochsenalm,-alm,37603.15,193641.951
Eßlalm,-alm,34240.548,203866.707
Urbanalm,-alm,36968.111,210429.201
Greisalm,-alm,34783.389,228955.544
Maxenalm,-alm,34937.415,229621.312
Lindlalm,-alm,36986.705,233913.816
Moaralm,-alm,34954.362,247990.318
Wiesalm,-alm,35467.296,264286.864
Brandalm,-alm,36260.528,260931.611
Stummernalm,-alm,35923.967,280098.352
Bärnaualm,-alm,36361.78,291986.419
Blasialm,-alm,39087.663,209596.599
Schwabalm,-alm,40363.312,238972.652
Untere Galsterbergeralm,-alm,40913.917,249136.057
Weißenbachalm,-alm,40653.947,274453.214
Lichteneckalm,-alm,38560.478,296392.686
Hannesalm,-alm,43224.887,187189.651
Grasbergalm,-alm,42158.75,275203.165
Vordernbachalm,-alm,44538.654,280064.104
Zgartenalm,-alm,45903.511,196264.361
Payeralm,-alm,49359.458,219790.898
Glanackenalm,-alm,50381.569,201511.529
Aicheralm,-alm,52062.977,203730.355
Riegeralm,-alm,54909.288,205197.091
Breitlahnalm,-alm,56555.776,244771.755
Hirschtaleralm,-alm,58000.623,207824.56
Dornkaralm,-alm,57671,252213
Leistenalm,-alm,57383,267683
Graßeckalm,-alm,60840.967,277104.869
Filzmoseralm,-alm,66973.313,289261.246
Asingeralm,-alm,70741.652,264748.481
Tommerlalm,-alm,71465.408,282872.125
Malealm,-alm,78637.796,146042.248
Vordere Sommeralm,-alm,77523.086,246246.356
Holzeralm,-alm,79174.714,281228.684
Moseralm,-alm,78682.539,300109.031
Kobovnikalm,-alm,81676.358,147097.706
Schaumbergalm,-alm,81336.153,294708.197
Scheibleggerniederalm,-alm,86039.467,268262.853
Geroldalm,-alm,88363.128,255074.673
Pölzalm,-alm,88291.279,281139.437
Hinterleitneralm,-alm,96474.749,264723.77
Hörantalm,-alm,100349.331,275309.413
Vorderalmer,-alm,102240.971,299483.491
Aukönigalm,-alm,104469.615,241259.884
Kühbachalm,-alm,104713.924,263400.041
Niederkalmberg,-alm,108402,345756
Pregetteralm,-alm,112733.682,241303.263
Loneggeralm,-alm,114118.442,242645.691
Moaralm,-alm,111374.485,248297.643
Lärchkogelalm,-alm,113289.136,284717.301
Sonnhalmberg,-alm,114069,312929
Bauholzalm,-alm,115517.799,244609.197
Wasserwirtalm,-alm,117994.056,245016.066
Moosalm,-alm,116200.873,261729.718
Wentneralm,-alm,115989.927,280629.081
Möschbaueralm,-alm,119856.103,224898.608
Trendleralm,-alm,121928.939,259186.817
Linsalm,-alm,118866.005,261063.797
Spitzeralm,-alm,125686.013,238786.669
Handlalm,-alm,123425.779,265929.035
Wiesenalm,-alm,122715.219,292467.77
Hebalm,-alm,128412,200156
Krumpenalm,-alm,126377.715,284982.829
Kalmberg,-alm,127212,319668
Mannshalm,-alm,127590,395440
Gföllalm,-alm,130542.726,187672.806
Grubwiesalm,-alm,133297.482,296922.738
Brunneggeralm,-alm,150995.031,254336.916
Friedlalm,-alm,149995.19,265434.784
Königsalm,-alm,157700,287814
Teichalm,-alm,161094,248033
Flieseralm,-alm,163210.182,279316.87
Tritthalm,-alm,167123,331700
Erschalm,-alm,-256537.932,259551.282
Plötzigalm,-alm,-203110.094,244053.605
Stabelealm,-alm,-182606.758,218580.837
Faltegartenalm,-alm,-179383.007,237140.091
Galtalm,-alm,-165481.913,236048.435
Schangelairalm,-alm,-160968.99,211577.925
Obere Kerrachalm,-alm,-159599.262,217040.338
Kaseralm,-alm,-160313.388,227980.292
Steineralm,-alm,-146501.02,206667.415
Kastnerbergalm,-alm,-146674.007,210730.746
Angeralm,-alm,-147137.843,256852.891
Frontalalm,-alm,-138738.02,225733.865
Schafalm,-alm,-136795.085,221348.886
Tulfeinalm,-alm,-136710.35,233163.263
Stiftsalmhochleger,-alm,-134944.972,234727.303
Ochsentalalm-Hochleger,-alm,-136892.683,262255.818
Äußere Zeischalm,-alm,-132446.74,210850.097
Bloaderalm,-alm,-134239,211968
Altereralm,-alm,-131435.021,213476.951
Grafmartalm,-alm,-133923.795,226520.648
Largozalm,-alm,-132307.529,235433.148
Drijaggenalm,-alm,-132988.758,252302.221
Flachalm-Hochleger,-alm,-134137.884,263273.403
Dottlalm,-alm,-129260.104,231790.238
Naudersalm,-alm,-127229.66,252211.421
Keilschlaglalm,-alm,-130350.082,262689.208
Kotzenalm,-alm,-129666.937,261377.198
Stallenalm-Galtleger,-alm,-127430,264067
Lochalm-Mitterleger,-alm,-130024.9,265312.721
Halslalm,-alm,-127779.904,271850.822
Friesenbergalm,-alm,-123573.41,213729.466
Grieralm,-alm,-123367,221637
Schrambachalm,-alm,-125569.708,262612.56
Seekaralm,-alm,-124267.354,262361.129
Koglalm,-alm,-123220.368,262541.035
Hochstegenalm,-alm,-125930.112,265640.992
Breitlahneralm,-alm,-120120.25,214707.864
Geislalm,-alm,-122143.011,228804.331
Lafasteralm,-alm,-121668,239232
Heiterlahnalm-Hochleger,-alm,-121515.686,252726.131
Zöhreralm,-alm,-121303.731,267178.269
Hofalm,-alm,-122559.906,270078.203
Igentalm,-alm,-118620.881,217127.413
Lichteggalm,-alm,-118441.801,218440.213
Feldlalm,-alm,-118526.526,218952.607
Sidanalm,-alm,-116751,233139
Schafleitenalm-Niederleger,-alm,-116051,232401
Pfundsalm-Niederleger,-alm,-117669,236228
Maschentalalm-Niederleger,-alm,-118083.095,240150.191
Lumpereralm,-alm,-116894,240227
Hölderalm,-alm,-115597.773,240741.679
Jaunalm,-alm,-114765.048,220985.386
Ahornachalm,-alm,-114271,222812
Rodaunalm,-alm,-115213.713,248313.966
Wehralm,-alm,-112248.082,257401.321
Labeggalm,-alm,-112763.454,262332.491
Kreuzeinalm,-alm,-112498.633,261524.551
Aschaumahdalm,-alm,-111615.989,265540.443
Hechenblaikenalm,-alm,-108450.527,250137.328
Greitalm,-alm,-104740.712,246193.161
Außerhauseralm,-alm,-105796.46,253944.11
Jocheralm,-alm,-104304,263886
Einkehralm,-alm,-105204,265599
Untere Schmaleggalm,-alm,-106341.096,271152.156
Neubergalm,-alm,-103573.358,224802.135
Außerertensalm,-alm,-103000.401,233723.713
Schäferwandalm,-alm,-101024.446,232941.661
Krimmlalm,-alm,-100830.513,236339.91
Hemererhosalm,-alm,-99963.586,241714.396
Blaikenalm,-alm,-101615,249235
Jochumalm,-alm,-102648.11,250088.967
Talsalm,-alm,-100233,250502
Ahüttenalm,-alm,-98899.185,221182.258
Sulzbodenalm,-alm,-97975.542,220929.521
Oberkaralm,-alm,-98532.177,239153.984
Seefeldalm,-alm,-98031.139,242784.898
Streiferalm,-alm,-97084.314,247904.219
Klettingeralm,-alm,-98499.595,250255.174
Aeilschlagalm,-alm,-95606.488,234635.9
Müllach Hochalm,-alm,-92564.959,239269.755
Oberschwaigbergalm,-alm,-93240.787,248457.052
Kühtalalm,-alm,-92969.124,247735.842
Lotterbichlalm,-alm,-92425.909,248153.312
Unterhemmermoosalm,-alm,-93873.233,252428.798
Norderbergalm,-alm,-94687.619,255652.636
Jochalm,-alm,-94221.401,269437.822
Niederkaseralm,-alm,-88994.83,245317.114
Mittereggalm,-alm,-89485.988,247338.607
Rohrschlagalm,-alm,-89394.129,247758.244
Oberhausalm,-alm,-85025.65,201543.031
Windbachalm,-alm,-88319.125,220350.607
Schöpplalm,-alm,-86875.592,226283.883
Happing Hochalm,-alm,-86142.043,237704.457
Watsch-Nadernachalm,-alm,-87856.194,238176.491
Hieburg Hochalm,-alm,-87131.863,237869.713
Rotwand-Hinttalalm,-alm,-85608.551,241151.301
Baumgartenalm,-alm,-84696.216,243626.239
Laimingeralm,-alm,-86103.556,260115.445
Hölzentalalm,-alm,-84657,268239
Reichaalm,-alm,-82181.979,244860.63
Brunnachalm,-alm,-84426.413,245732.351
Scheibenschlag Niederalm,-alm,-82591.261,247804.091
Schönaualm,-alm,-81851.271,249897.686
Ottneralm,-alm,-82283.534,259345.276
Schergenstättalm,-alm,-83438.246,261880.936
Rotenalm,-alm,-81486.622,263514.681
Jagdhausalm,-alm,-81928.301,287881.629
Reggenalm,-alm,-78827.455,199248.211
Abichlalm,-alm,-78440.373,228670.603
Rinderbirgalm,-alm,-79989.483,240165.467
Fleckl Grundalm,-alm,-79378.836,240879.527
Haferl Hochalm,-alm,-79189.6,241534.294
Walsberg Grundalm,-alm,-77383.357,238101.088
Stockeralm,-alm,-79742.825,245389.579
Steinfeldalm,-alm,-79043.434,243836.63
Madl Hochalm,-alm,-77631.544,243069.219
Haglangeralm,-alm,-79833,246396
Angereralm,-alm,-79692.784,245690.184
Schusterbaueralm,-alm,-78810.089,245913.074
Hintenbachalm,-alm,-78803.477,246880.94
Premalm,-alm,-78349.788,250040.453
Botenalm,-alm,-78678.912,260464.215
Schmiedereralm,-alm,-78728.185,277355.941
Galleralm,-alm,-74349.571,183980.603
Oberstalleralm,-alm,-76052.161,191940.662
Hiesleggalm,-alm,-75917.102,251038.028
Innere Brunnalm Niederleger,-alm,-75179.876,252021.776
Ochsalm,-alm,-74600.076,254158.6
Kaseralm,-alm,-74311.978,253559.372
Oberlenzenkaralm,-alm,-74825.626,275361.427
Stefflbauernalm,-alm,-75092.935,276333.476
Gachenalm,-alm,-74632,276803.669
Riederalm,-alm,-74341.187,281220.651
Scharrn-Hochalm,-alm,-71719.378,232480.792
Hinterflecktruhealm,-alm,-70856.431,233788.455
Lahneralm,-alm,-69589.367,232169.795
Wirtsalm,-alm,-69406.898,232731.469
Gigglingalm,-alm,-70651,251186
Äußere Gigglingalm,-alm,-70204.811,251618.225
Stiedlalm,-alm,-69910.952,252207.445
Niedere Blaufeldalm,-alm,-70415.198,253441.703
Mittereralm,-alm,-71380.468,270593.131
Jodleralm,-alm,-73064.095,274216.862
Reitstättalm,-alm,-72464.117,274263.573
Putzenalm,-alm,-70323,274002
Zupalalm,-alm,-68492.847,202968.223
Rollalm,-alm,-66773.638,203569.372
Sauersteinalm,-alm,-69176.875,230274.906
Hörgeralm,-alm,-66804.678,242832.062
Burgstallalm,-alm,-67659,247535
Parzenalm,-alm,-67503.305,246904.612
Niederkaseralm,-alm,-65643,249329
Filzeralm,-alm,-66576.769,251858.792
Trattengrundalm,-alm,-65617.427,259466.915
Feistötzalm,-alm,-66880,270985
Unterbergalm,-alm,-67138,277762
Bichleralm,-alm,-64698,196502
Frögealm,-alm,-61624.565,218521.695
Vorderalm,-alm,-62299.734,230307.608
Brandneralm,-alm,-64935.15,243030.386
Liendlalm,-alm,-64531.078,241988.409
Hallerbachalm,-alm,-64823.543,251854.873
Brachofenbachalm,-alm,-64155,250875
Schusteralm,-alm,-62183.399,255888.232
Obere Grubalm,-alm,-61710.509,253816.379
Silalm,-alm,-65101.461,258777.811
Huschenalm,-alm,-61601,258061
Streitbergalm,-alm,-65283,261914
Einfangalm,-alm,-64886.69,276367.279
Grünalm,-alm,-60776.554,195643.763
Unterwaldalm,-alm,-60763.568,215435.282
Dürrstein Grundalm,-alm,-60115.299,235024.551
Lambach Hochalm,-alm,-59716.448,234056.094
Bichlalm,-alm,-60465.51,241294.793
Oberzehentner Hochalm,-alm,-61469,245916
Schwarzach-Sonnseit-Niederalm,-alm,-60734,251658
Oberfoidlingalm,-alm,-58042.24,252462.757
Hörndlergrundalm,-alm,-57968,253013
Grießenbodenalm,-alm,-58659.632,255987.321
Grieswirtalm,-alm,-61570.368,264384.062
Wallersbachalm,-alm,-56072.819,233294.49
Voglhof Hochalm,-alm,-57338.86,243909.298
Hasenaualm,-alm,-56003.759,250879.538
Seig Grundalm,-alm,-54707.079,251660.054
Oberkantalm,-alm,-55420,260154
Oberalm,-alm,-53208.585,169107.794
Lenzalm,-alm,-52578.7,201968.004
Loipalm,-alm,-52514.598,201764.898
Zalesedalm,-alm,-50746.085,209942.417
Schlauchenalm,-alm,-53642.856,229961.858
Raineralm,-alm,-49651,195521
Innersteineralm,-alm,-49492.588,195275.56
Lercheralm,-alm,-48091,194785
Riedelalm,-alm,-47000.894,193477.432
Schliederleralm,-alm,-48925,209168
Untergosenalm,-alm,-47804.947,241689.327
Gruberalm,-alm,-48605.872,249941.732
Kühbichlalm,-alm,-46582.691,254671.707
Almbergalm,-alm,-47345.728,266410.778
Tschulealm,-alm,-42763,190872
Jageralm,-alm,-43979,193099
Glanzalm,-alm,-43098,192933
Weberalm,-alm,-42823.397,192926.079
Hofalm,-alm,-43686.128,199064.683
Saladeralm,-alm,-46025.849,237361.064
Matzalm,-alm,-45343.559,252371.568
Durchenalm,-alm,-43104,252234
Hainzalm,-alm,-42459.411,254067.207
Trisselsteinalm,-alm,-44068,269856
Pointalm,-alm,-44207.778,274848.601
Weißsteinalm,-alm,-41626.822,183413.794
Tomaburgeralm,-alm,-40787.498,196376.498
Schnableralm,-alm,-39761.151,232980.488
Brunnaualm,-alm,-41967.58,253785.203
Greilalm,-alm,-35706.809,186572.031
Winklerner Viehalm,-alm,-36328.233,194874.04
Angereralm,-alm,-35201.79,203429.825
Embach-Grundalm,-alm,-35735,228547
Sulzbachalm,-alm,-36401.681,232863.476
Kammereggalm,-alm,-37576.056,247685.595
Walchen-Hochalm,-alm,-33525,227954
Erlhofalm,-alm,-34535.062,235061.965
Tödlingalm,-alm,-31957.283,243125.612
Parzingalm,-alm,-31134.092,241944.704
Rieseralm,-alm,-30582,234230
Forsthof-Voralm,-alm,-28208.569,235669.427
Foißalm,-alm,-28265.965,244493.336
Mentlalm,-alm,-27455.601,244289.435
Eggeralm,-alm,-29144.976,247745.771
Zechneralm,-alm,-25185.092,187262.467
Lindleralm,-alm,-26785.996,202182.681
Striedenalm,-alm,-24270.147,201626.8
Stefflalm,-alm,-24334.668,228356.955
Sommereralm,-alm,-26232.747,248641.083
Lengthalalm,-alm,-24718.626,247973.737
Poschalm,-alm,-24987.881,253145.329
Pureckalm,-alm,-24487.377,250391.381
Viehhauseralm,-alm,-21615,213544
Moisesalm,-alm,-21277.207,212972.941
Stoffalm,-alm,-22207.783,237293.504
Klingelbergalm,-alm,-20594.843,246494.131
Ochsenschluchtalm,-alm,-16902.983,171909.879
Kompberg-Heimalm,-alm,-18821.724,230588.543
Untere Raineralm,-alm,-18148.389,237081.999
Hoisbauern-Heimalm,-alm,-17288.587,236322.192
Grünsteinalm,-alm,-18589,246574
Bäcken-Fahrnisalm,-alm,-17523.942,248657.502
Alpwinklalm,-alm,-18276.616,270399.204
Dürrfeichtenalm,-alm,-18216.597,275288.592
Wipfelalm,-alm,-12652.568,163613.167
Wießfleckeralm,-alm,-12578.349,186357.668
Patschgenalm,-alm,-15393.78,213528.003
