NAME,suffix,lon,lat
Peter in Beistein,-stein,182059.099,265720.18
Hollenstein,-stein,181214.513,283290.855
Obersteinberg,-stein,184652.617,327895.109
Scheuchenstein,-stein,198656,303242
Liebenstein,-stein,-269408,266522
Giggelstein,-stein,-268717,274111
Glittstein,-stein,-217018,221111
Grünstein,-stein,-196918.167,218207.277
Gamssteinhütte,-stein,-199141.271,230754.1
Seitensteinalm,-stein,-115133.185,256124.965
Fürstein,-stein,-107749.712,226237.568
Helfenstein,-stein,-110578,245337
Rasselstein,-stein,-107741.769,252746.628
Markstein,-stein,-109005,262463
Kirchstein,-stein,-92996.713,273722.713
Kufstein-Stadtberg,-stein,-85142.563,271848.051
Lirksteinalm,-stein,-63615.898,242061.511
Burgstein,-stein,-47148.93,255810.082
Außerwallensteiner,-stein,-36914.292,188065.364
Bernsteiner,-stein,-38559.294,212189.389
Obersteinalm,-stein,-28356.333,225255.211
Böckstein,-stein,-16495,216748
Klemmstein,-stein,-13739.631,273163.256
Frauenstein,-stein,-12189,349674
Spitzsteinhütte,-stein,-8067.775,210662.405
Heiligenstein,-stein,-10949.822,291915.528
Untergrünstein,-stein,-6743.492,255889.918
Sighartstein,-stein,-6775,311336
Hintersteining,-stein,11473,328751
Schleifsteinhütten,-stein,16031.762,268850.424
Dachsteinruhe,-stein,18839.563,256140.532
Wurmstein,-stein,22407,278841
Vichtenstein,-stein,23484.747,374565.418
Arnoldstein,-stein,28996,156602
Weißenstein,-stein,29772,171731
Lahnstein,-stein,31142,293644
Obersteinbach,-stein,33828,342078
Rennstein,-stein,38235,166149
Rottenstein,-stein,38896,186796
Scharnstein,-stein,47038,307373
Eggenstein,-stein,47007,315750
Rantenstein,-stein,57006.383,266927.009
Piberstein,-stein,60385,377050
Frauenstein,-stein,63855,301525
Rabensteiner,-stein,69574.717,214807.3
Großsteiner,-stein,70103.307,225765.799
Lichtenstein,-stein,77547,371870
Klobensteiner,-stein,81720.566,209047.783
Grafenstein,-stein,86753,164076
Langenstein,-stein,84954,346628
Wildenstein,-stein,91054,156876
Gsteinet,-stein,93393,367226
Bergstein,-stein,96346,172717
Haunoldstein,-stein,99933.324,312593.244
Obersteinriegl,-stein,104294,310090
Innernstein,-stein,105818.313,348454.341
Großsteiner,-stein,104257,358136
Hirschenstein,-stein,103238.213,389405.318
Birksteiner,-stein,108034.736,350808.335
Eibensteinerhütte,-stein,114293.07,219933.232
Riesensteiner,-stein,117987.041,348418.478
Ybbssteinbach,-stein,121626,297211
Marchstein,-stein,120361,362892
Lichtensteinerberg,-stein,124817,241620
Waldenstein,-stein,124116,400298
Hollenstein,-stein,130571,399072
Großsteinbauer,-stein,135258.142,194006.026
Kleinbreitenstein,-stein,135133,313177
Großbreitenstein,-stein,135516.403,313278.187
Großstein,-stein,135569.456,316769.317
Großsteinfeld,-stein,134870.01,325614.922
Grantensteinbauer,-stein,141089.67,196785.62
Langsteiner,-stein,140415.667,251104.389
Seestein,-stein,144791.757,318683.969
Rabenstein,-stein,149617,236503
Dürnstein,-stein,161914,364193
Eibenstein,-stein,164828,414297
Walkenstein,-stein,176285,400316
Hartenstein,-stein,181074,229454
Hernstein,-stein,207532,309941
Seebenstein,-stein,211322,288424
Forchtenstein,-stein,226414,290463
Bodensteinerhof,-stein,225646.354,390310.052
Hornstein,-stein,232852,309394
Kaisersteinbruch,-stein,251461,322094
Ostersteinsiedlung,-stein,-194764,233767
Höllenstein,-stein,-114075,255471
Dematsteinaste,-stein,-107154.027,242720.337
Kufstein,-stein,-87440,272198
Hinterstein,-stein,-84186,267917
Sauersteinalm,-stein,-69176.875,230274.906
Dürrstein Grundalm,-stein,-60115.299,235024.551
Außersteinerede,-stein,-50565.121,195299.708
Innersteineralm,-stein,-49492.588,195275.56
Trisselsteinalm,-stein,-44068,269856
Weißsteinalm,-stein,-41626.822,183413.794
Obersteinwand,-stein,-20877,196487
Hangendenstein,-stein,-21639,286329
Grünsteinalm,-stein,-18589,246574
Brettstein,-stein,-13891.936,280399.186
Fallstein,-stein,-10035.715,261121.228
Rabenstein,-stein,-8149,272253
Kitzstein,-stein,1048.394,247633.98
Unterbuchstein,-stein,6030.988,252141.837
Kreuzstein,-stein,6919.569,295708.813
Silbersteinalm,-stein,26136.273,244395.882
Hinterstein,-stein,23303.555,285442.568
Weißensteinhütte,-stein,29605.929,192431.041
Katzensteiner,-stein,56875.866,265753.816
Mansteiner,-stein,55174,330228
Hochsteinalm,-stein,58286.209,277984.267
Hochsteiner,-stein,61582.939,203789.333
Ecksteiner,-stein,67715.376,364876.79
Legensteiner,-stein,72402.044,260120.775
Prendstein,-stein,78196.198,285236.288
Weißenstein,-stein,79521.769,287428.035
Hintsteiner,-stein,79247.715,309361.735
Breitenstein,-stein,80924.377,185544.184
Dürnstein in der Steiermark,-stein,80447,206297
Bretstein,-stein,82062,244543
Gsteinet,-stein,91355,364709
Eberstein,-stein,93639,186262
Obersteininger,-stein,98390,363815
Hainbachstein,-stein,100106,288311
Außenstein,-stein,105314.898,343778.93
Innernstein,-stein,105821,347689
Franzlsteiner,-stein,106882.642,353707.716
Doppstein,-stein,108872.475,336344.175
Böcksteiner,-stein,111739.975,233955.495
Rabenstein,-stein,111632.588,298285.738
Waldenstein,-stein,118304.161,200001.631
Oberhintstein,-stein,115409.129,312191.923
Freyenstein,-stein,120654,342013
Obersteiner,-stein,119005.794,348089.541
Bernstein,-stein,124023,208837
Bodingstein,-stein,125055.871,307279.639
Sankt Peter-Freienstein,-stein,128116,252187
Freienstein,-stein,128404,252830
Markstein,-stein,129989,305847
Sägewerk Merkenstein,-stein,135077.339,323607.95
Gsteinert,-stein,133851,352421
Wolfenstein,-stein,135653,399322
Rosenstein,-stein,141305.802,316665.935
Hollenstein,-stein,144619,315618
Fuchsstein,-stein,146401.929,316853.103
Rammerstein,-stein,151133.966,367756.077
Taubenstein,-stein,162617.055,327254.704
Falkenstein,-stein,177784,260307
Siegersdorf bei Herberstein,-stein,185836,233335
Pottenstein,-stein,206375,317050
Scheiblingstein,-stein,212984.328,351218.873
Untersteindlberg,-stein,31275.809,330909.267
Rottenstein,-stein,85014.813,183250.257
Oberpeilstein,-stein,41792.948,383853.41
Weißenstein,-stein,117129.901,163468.534
Rabenstein,-stein,85570.966,195415.656
Obersteindlberg,-stein,31406.433,331077.278
Unterstein,-stein,90132.89,187340.161
Partenstein,-stein,47521.556,365267.861
Wimitzstein,-stein,80884.083,185344.648
Aggstein,-stein,17572.711,342974.733
Unterkirchen,-kirch,-160044,255183
Industriepark Braunau-Neukirchen,-kirch,-21719.65,342685.15
Puchkirchen,-kirch,17922,322896
Buchkirchen,-kirch,51006,343022
Oberneukirchen,-kirch,66111,370002
Baumkirchen,-kirch,107416.311,224970.231
Unter-Pabneukirchen,-kirch,108662,351975
Ober-Pabneukirchen,-kirch,110807,354461
Feldkirchen bei Graz,-kirch,160412,210315
Unterkirchenbauer,-kirch,181090.122,324366.178
Oberkirchbach,-kirch,212577,353798
Hochneukirchen,-kirch,216243,261639
Sankt Gallenkirch,-kirch,-255318,214530
Burgkirchen,-kirch,-17229,340638
Kurzenkirchen,-kirch,13966,357326
Oberkircher,-kirch,15014.123,176893.137
Sankt Marienkirchen am Hausruck,-kirch,18385,338179
Ellerbach bei Taiskirchen im Innkreis,-kirch,16721.588,351535.307
Enzenkirchen,-kirch,23290,361140
Neukirchen am Walde,-kirch,33204,363129
Aichkirchen,-kirch,34194,330223
Feldkirchen an der Donau,-kirch,53393,356552
Zweikirchen,-kirch,71249,175178
Kurzenkirchen,-kirch,71388,336867
Mitterkirchen,-kirch,102406,339433
Mitter-Pabneukirchen,-kirch,110362,352632
Pabneukirchen,-kirch,110099,354512
Weißenkirchen in der Wachau,-kirch,158285,364403
Sieghartskirchen,-kirch,198921,349838
Gumpoldskirchen,-kirch,219310,327239
Feldkirch,-kirch,-282719,240029
Unterkircheraste,-kirch,-124129.747,235624.028
Achenkirch,-kirch,-122398,266716
Neukirchen am Großvenediger,-kirch,-79896,235534
Peterskirchen,-kirch,15927,344446
Taufkirchen an der Pram,-kirch,15193,363608
Steinerkirchen am Innbach,-kirch,37835,337778
Grieskirchen,-kirch,37035,344115
Waizenkirchen,-kirch,38914,354741
Weißkirchen,-kirch,59139,336511
Waldneukirchen,-kirch,69622.05,320152.164
Niederneukirchen,-kirch,74895,336297
Gallneukirchen,-kirch,80290,357786
Weißkirchen in Steiermark,-kirch,106610,224879
Pichling bei Mooskirchen,-kirch,147257,209647
Neukirchen an der Wild,-kirch,163857,396501
Brunnkirchen,-kirch,170296,363297
Scheiblingkirchen,-kirch,210551,283796
Unterkirchbach,-kirch,212411,354286
Lanzenkirchen,-kirch,217992,293351
Sankt Marienkirchen bei Schärding,-kirch,8759,361173
Hofkirchen an der Trattnach,-kirch,30204,342408
Obkircherhütte,-kirch,37799.507,180430.346
Pfarrkirchen im Mühlkreis,-kirch,36372,374077
Sankt Marienkirchen an der Polsenz,-kirch,44388,347477
Feldkirchen in Kärnten,-kirch,58294,176758
Purgkirchen,-kirch,70068.197,362857.393
Hofkirchen,-kirch,88894,335787
Pergkirchen,-kirch,99730,346053
Grub bei Neukirchen am Ostrong,-kirch,134848,351724
Kasten bei Böheimkirchen,-kirch,182124,337980
Böheimkirchen,-kirch,180632,342754
Dechantskirchen,-kirch,202782,256404
Prellenkirchen,-kirch,269968,332822
Obkirchen,-kirch,-9188,245198
Taiskirchen im Innkreis,-kirch,17838,347231
Aurachkirchen,-kirch,30824,314780
Waldkirchen,-kirch,36276,367069
Steinerkirchen an der Traun,-kirch,46584,326806
Pfarrkirchen bei Bad Hall,-kirch,64569,321627
Walterskirchen,-kirch,65723.251,164682.498
Stadlkirchen,-kirch,82274,330340
Haidkirchen,-kirch,85768,189560
Petzenkirchen,-kirch,135669,335788
Oberkirchenbauer,-kirch,180925.672,324448.986
Neukirchstetten,-kirch,185579.05,342118.149
Sinabelkirchen,-kirch,189427,221318
Kleinkirchberg,-kirch,191887,387329
Mönichkirchen,-kirch,203634,267197
Ödenkirchen,-kirch,202725.343,280367.708
Frauenkirchen,-kirch,269192,305981
Baumkirchen,-kirch,-133794,241637
Feldkirchen bei Mattighofen,-kirch,-21443,325673
Seekirchen am Wallersee,-kirch,-15425,306154
Weißenkirchen im Attergau,-kirch,6339,312363
Münzkirchen,-kirch,17601,371861
Geboltskirchen,-kirch,22398,335019
Sankt Georgen bei Grieskirchen,-kirch,33160,341591
Neukirchen bei Lambach,-kirch,35977,329174
Gewerbepark Neukirchen bei Lambach,-kirch,38519.465,328141.581
Ödenkirchen,-kirch,43135,390828
Hartkirchen,-kirch,49733,358486
Waldneukirchen,-kirch,69255,317946
Steinakirchen am Forst,-kirch,127873,326900
Mooskirchen,-kirch,148339,206913
Hofkirchen,-kirch,191962,235459
Donnerskirchen,-kirch,247429,312023
Walterskirchen,-kirch,245934,395849
Neukirchen an der Enknach,-kirch,-21228,337905
Mauerkirchen,-kirch,-14553,339272
Neukirchendorf,-kirch,23071,368634
Kleinkirchheim,-kirch,35423.144,186229.922
Laakirchen,-kirch,36620,316105
Hofkirchen im Mühlkreis,-kirch,35370,371774
Gunskirchen,-kirch,45364,333020
Prambachkirchen,-kirch,42433,353180
Hofkirchen,-kirch,109181,341648
Neukirchen am Ostrong,-kirch,135771,351612
Neudorf bei Mooskirchen,-kirch,149485,205276
Neunkirchen,-kirch,206120,290644
Lanzenkirchner Trift,-kirch,216081,295437
Ulrichskirchen,-kirch,234076,367315
Hauskirchen,-kirch,252640,391682
Neukirchen an der Vöckla,-kirch,15301,322493
Neukirchen,-kirch,28215,304073
Antlangkirchen,-kirch,27722,359325
Taufkirchen an der Trattnach,-kirch,30935,345504
Traunkirchen,-kirch,34374,300910
Niederwaldkirchen,-kirch,55640,368288
Hofkirchen im Traunkreis,-kirch,77826,334180
Oberkirchen,-kirch,108850.667,297122.544
Oberkirchen,-kirch,116705,385889
Waldkirchen an der Thaya,-kirch,148087,424284
Weißenkirchen an der Perschling,-kirch,182714,350800
Rappoltenkirchen,-kirch,199346,347451
Traiskirchen,-kirch,221008,324141
Oedenkirchenwald,-kirch,218364.188,387010.043
Schönkirchen-Reyersdorf,-kirch,249363,364203
Burgkirchen,-kirch,-21987.082,322645.641
Kurzenkirchen,-kirch,40865.266,335153.168
Altenstadt,-stadt,-281085,242433
Altstadt,-stadt,-21691.528,295677.31
Radstadt,-stadt,9926,249639
Gartenstadt Ost,-stadt,67223.882,352940.191
Vorstadt,-stadt,71965.583,230275.378
Villacher Vorstadt,-stadt,74058.782,165381.526
Vorstadt,-stadt,73274,214464
Linzer Vorstadt,-stadt,86267,375043
Hofstadt,-stadt,146753.996,316085.675
Drosendorf Altstadt,-stadt,168464,416929
Heiligenstadt,-stadt,224473,350554
Leopoldstadt,-stadt,227950.275,346459.015
Eisenstadt,-stadt,238920,305676
Braunau Neustadt,-stadt,-22167.95,345239.72
Schärding Vorstadt,-stadt,8058,368103
Neustadt,-stadt,51319.336,337551.367
Gartenstadt I.,-stadt,67059.973,352864.785
Sankt Veiter Vorstadt,-stadt,73957,166574
Neustadt,-stadt,173775,232521
Gymelsdorfer Vorstadt,-stadt,216898.211,299260.061
Friedensstadt,-stadt,218052,340715
Josefstadt,-stadt,223978.808,345958.771
Herzogstadt,-stadt,-19384.316,306016.551
Völkermarkter Vorstadt,-stadt,75466.051,165664.855
Neustadtl-Markt,-stadt,116757,340634
Neustadtl-Umgebung,-stadt,117387.981,340844.965
Sallingstadt,-stadt,130329,395113
Weinstadt,-stadt,165934,384855
Altstadt,-stadt,173128.062,233943.134
Gnies-Vorstadt,-stadt,189929.903,220932.413
Altstadt,-stadt,-142590.305,223650.934
Freistadt,-stadt,86625,375428
Gstadt,-stadt,110039,304658
Hofstadtgegend,-stadt,149907,318707
Ungarvorstadt,-stadt,209280,215764
Neustadt,-stadt,-21431.08,296551.36
Schwanenstadt,-stadt,32990,324109
Heiligenstadt,-stadt,117158,167387
Vorstadt,-stadt,165977,204974
Grazer Vorstadt,-stadt,208204.497,216185.301
Wiener Neustadt,-stadt,217911,301465
Südstadt,-stadt,221459,332780
Donaustadt,-stadt,235317,347865
Elisabeth-Vorstadt,-stadt,-21852.624,297497.754
Gstadt,-stadt,69434.128,306712.755
Heiligenstadt,-stadt,74242.29,216500.368
Neustadt,-stadt,91354,363480
Dorfstadt,-stadt,127718,368061
Hofstadt,-stadt,145844.331,318969.928
Vorstadt,-stadt,185891,229894
Hofstadt,-stadt,-36336,327088
Neustadtalm,-stadt,20699.439,256783.674
Gartenstadt II.,-stadt,66321.916,352895.344
Böhmer Vorstadt,-stadt,86620,376054
Dorfstadt,-stadt,95034.301,377395.731
Sankt Leonhard bei Freistadt,-stadt,99511,368169
Vorstadtau,-stadt,128207.559,307953.151
Wiener Vorstadt,-stadt,146735,254429
Koblstadt,-stadt,8927,351125
Laastadt,-stadt,39563,178268
Innenstadt,-stadt,51668.587,336023.395
Viktringer Vorstadt,-stadt,74848,164626
Windhaag bei Freistadt,-stadt,90739,383895
Sankt Oswald bei Freistadt,-stadt,92656,374226
Brandstadt,-stadt,97849.135,330011.342
Gstadthof,-stadt,105398,320741
Gmünd-Neustadt,-stadt,120816,403544
Josefstadt,-stadt,218223.776,303152.09
Aspern - Seestadt,-stadt,235760.675,347991.524
Schörstadt,-stadt,-24153.9,179336.763
Unterpinswang,-wang,-200466,270930
Oberpinswang,-wang,-198750,269170
Powang,-wang,7051,306333
Farnwang,-wang,8663.9,248526.584
Ampflwang,-wang,17349,328229
Friedwang,-wang,22243.103,350551.929
Fluchtwang,-wang,43643,328687
Kimeswang,-wang,47419.754,314145.71
Adlwanger,-wang,66961.903,318586.126
Pieslwang,-wang,71438,316840
Grieswang,-wang,125893,324702
Zinsenwang,-wang,123793,328099
Hirschwang an der Rax,-wang,185994,288152
Berwang,-wang,-195097,255363
Pichlwang,-wang,21194,316886
Götzwang,-wang,127650,326505
Schwangler,-wang,162367.833,252124.251
Pichlwang,-wang,173087,272942
Gessenwangalpe,-wang,-206663.026,266106.337
Schwangauer Gitter,-wang,-198623.367,270736.18
Heiterwang,-wang,-194841,259419
Eichelwang,-wang,-85974,274233
Wiesenschwang,-wang,-70822,262329
Pabenwang,-wang,-14303,299518
Eberschwang,-wang,17058,335195
Pyrawang,-wang,20346,380575
Schildenwangalm,-wang,33568.323,259618.03
Treglwang,-wang,94965,260411
Breitenwang,-wang,-196312,264376
Hallwang,-wang,-18657,301474
Hainschwang,-wang,-10117,342777
Mörschwang,-wang,2428,351666
Mühlwang,-wang,34433,323528
Kalwang,-wang,107440,255322
Langenwang-Schwöbing,-wang,170524.615,271030.079
Bichlwang,-wang,-92820,265409
Wolfschwang,-wang,-30352.469,286860.533
Rappenwang,-wang,-15941,301018
Langenwang,-wang,172258,272495
Elsenwang,-wang,-9907,298577
Oberwang,-wang,7467,303264
Verwang,-wang,11550.901,307842.012
Hallwang,-wang,50926,321168
Thurhofwang,-wang,124848,325019
Leitwang,-wang,-70409.893,279732.86
Weiterschwang,-wang,18435,316573
Pichlwang,-wang,21108.108,316597.993
Theuerwang,-wang,45757,317520
Dehenwang,-wang,61395,322707
Pichlwang,-wang,68323.262,328349.257
Pichlwang,-wang,68660,331850
Perwang am Grabensee,-wang,-18559,318847
Verwang,-wang,16783,323061
Gosauzwang,-wang,24358,272445
Pennewang,-wang,37997,332407
Kößlwang,-wang,42439,321471
Viechtwang,-wang,47180,308735
Adlwang,-wang,65957,317432
Igelschwang,-wang,102116,335132
Traunwang,-wang,34160.355,321139.384
Taubenwang,-wang,157083.668,332688.969
Zigerberghütte,-berg,-282889.187,232108.089
Götznerberg,-berg,-277031,250728
Jagdberg,-berg,-275224,235702
Bürserberg,-berg,-269753,228857
Plankenberg,-berg,-266085,237773
Ziegerberg,-berg,-260764,219979
Klausberg-Hinterstückvorsäß,-berg,-264128.051,256611.661
Hirschbergsau,-berg,-262519,272445
Sonnbergvorsäß,-berg,-254332.171,251548.197
Rotenberg,-berg,-256658.682,263905.692
Disnerbergalpe,-berg,-252674.355,237380.822
Mittlerer Hirschberg,-berg,-252848.748,251767.12
Nattersbergalpe,-berg,-250723,259044
Hittisbergalpen,-berg,-251716.457,262311.187
Üntschenbergvorsäß,-berg,-247487.661,243971.087
Ifer Krähenbergalpe,-berg,-247901.698,256378.241
Dürlisbergalpe,-berg,-249191.422,262658.505
Obergiblen,-berg,-221306,241527
Kienberg,-berg,-196590,225583
Kaiserbergalm,-berg,-175766.607,209868.69
Schönberg im Stubaital,-berg,-146200,229208
Kienberg,-berg,-138987.013,238096.748
Großvolderberg,-berg,-133369,238021
Grasbergalm,-berg,-133755.33,259665.569
Außerberg,-berg,-127561,240251
Sagbergaste,-berg,-124484.949,236601.387
Mitterberg,-berg,-126037.564,241322.822
Pillberg,-berg,-121971,242510
